title	author	avg_rating	ratings	img	url
Succubus Blues (Georgina Kincaid, #1)	Richelle Mead	3.95	43842	1361624810s/235718	235718.Succubus_Blues
Bed of Roses (Bride Quartet, #2)	Nora Roberts	4.1	43776	1316972420s/6070950	6070950-bed-of-roses
Julie of the Wolves (Julie of the Wolves, #1)	Jean Craighead George	3.77	43753	1388349798s/386286	386286.Julie_of_the_Wolves
The Innocent Man: Murder and Injustice in a Small Town	John Grisham	3.78	43731	1441415135s/5345	5345.The_Innocent_Man
Magical Thinking	Augusten Burroughs	3.95	43695	1442561036s/79790	79790.Magical_Thinking
A Year in Provence	Peter Mayle	3.93	43684	1336967810s/40189	40189.A_Year_in_Provence
The Book of Lost Things	John Connolly	3.98	43683	1388253367s/69136	69136.The_Book_of_Lost_Things
Wicked: The Grimmerie	David Cote	4.16	43674	1423994372s/24937	24937.Wicked
Faust: First Part	Johann Wolfgang von Goethe	3.93	43671	1435405022s/14706	14706.Faust
Witch and Wizard (Witch and Wizard, #1)	James Patterson	3.57	43668	1333258960s/7054178	7054178-witch-and-wizard
Witch & Wizard (Witch & Wizard, #1)	James Patterson	3.57	43668	1330071559s/6438404	6438404-witch-wizard
Preacher, Vol. 1: Gone to Texas	Garth Ennis	4.15	43651	1309914494s/95431	95431.Preacher_Vol_1
InuYasha: Turning Back Time (InuYasha, #1)	Rumiko Takahashi	4.25	43644	1288648681s/330744	330744.InuYasha
Maisie Dobbs (Maisie Dobbs, #1)	Jacqueline Winspear	3.91	43629	1312066155s/462033	462033.Maisie_Dobbs
A Kiss of Shadows (Merry Gentry, #1)	Laurell K. Hamilton	4.01	43625	1327871575s/139417	139417.A_Kiss_of_Shadows
Emperor Mage (Immortals, #3)	Tamora Pierce	4.29	43600	1166573612s/13833	13833.Emperor_Mage
Foundation's Edge (Foundation, #4)	Isaac Asimov	4.05	43586	1442311409s/76683	76683.Foundation_s_Edge
The Windup Girl	Paolo Bacigalupi	3.74	43585	1278940608s/6597651	6597651-the-windup-girl
Tropic of Cancer	Henry Miller	3.71	43572	1408753140s/249	249.Tropic_of_Cancer
The Devil and Miss Prym	Paulo Coelho	3.59	43566	1359082264s/4008	4008.The_Devil_and_Miss_Prym
Collapse: How Societies Choose to Fail or Succeed	Jared Diamond	3.91	43550	1441419222s/475	475.Collapse
Night Embrace (Dark-Hunter, #2)	Sherrilyn Kenyon	4.25	43530	1362612024s/6567284	6567284-night-embrace
Lightning	Dean Koontz	4.05	43529	1410030512s/32424	32424.Lightning
Terrier (Beka Cooper, #1)	Tamora Pierce	4.16	43519	1398029898s/13829	13829.Terrier
Stories I Only Tell My Friends	Rob Lowe	3.75	43507	1442283721s/10211494	10211494-stories-i-only-tell-my-friends
Gorky Park (Arkady Renko, #1)	Martin Cruz Smith	4.03	43476	1390189430s/762806	762806.Gorky_Park
Never Never (Never Never, #1)	Colleen Hoover	4.17	43470	1428934147s/24378015	24378015-never-never
Foucault's Pendulum	Umberto Eco	3.89	43421	1396645125s/17841	17841.Foucault_s_Pendulum
The Secret of Nagas	Amish Tripathi	3.95	43416	1431765173s/25547073	25547073-the-secret-of-nagas
The Secret of the Nagas (Shiva Trilogy #2)	Amish Tripathi	3.95	43416	1308930273s/11827808	11827808-the-secret-of-the-nagas
His Majesty's Dragon (Temeraire, #1)	Naomi Novik	4.05	43411	1376392909s/28876	28876.His_Majesty_s_Dragon
Night Star	Alyson Noel	3.83	43363	0	19974496-night-star
Night Star (The Immortals, #5)	Alyson Noel	3.83	43363	1362336383s/7739934	7739934-night-star
Fairest (The Lunar Chronicles, #3.5)	Marissa Meyer	4.03	43361	1460846345s/22489107	22489107-fairest
Gone Tomorrow (Jack Reacher, #13)	Lee Child	4.16	43337	1328395497s/4494917	4494917-gone-tomorrow
Barrel Fever: Stories and Essays	David Sedaris	3.78	43297	1453273003s/4143	4143.Barrel_Fever
Alive: The Story of the Andes Survivors	Piers Paul Read	4.06	43267	1404247131s/401514	401514.Alive
Forever	Judy Blume	3.63	43264	1327962165s/37743	37743.Forever
Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)	Laini Taylor	4.25	43247	1461353810s/13618440	13618440-dreams-of-gods-monsters
Dreams of Gods and Monsters (Daughter of Smoke and Bone, #3)	Laini Taylor	4.25	43247	1391161477s/18001518	18001518-dreams-of-gods-and-monsters
A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)	Terry Pratchett	4.28	43240	1319037274s/34501	34501.A_Hat_Full_of_Sky
Monster	Walter Dean Myers	3.68	43233	1404962824s/44184	44184.Monster
A Darkness At Sethanon (The Riftwar Saga, #4)	Raymond E. Feist	4.16	43198	1429041258s/13813	13813.A_Darkness_At_Sethanon
The Proposition (The Proposition, #1)	Katie Ashley	4.07	43172	1355433171s/16062211	16062211-the-proposition
The Emperor of All Maladies: A Biography of Cancer	Siddhartha Mukherjee	4.26	43171	1280771091s/7170627	7170627-the-emperor-of-all-maladies
Feast of Fools (The Morganville Vampires, #4)	Rachel Caine	4.17	43136	1388182868s/2295829	2295829.Feast_of_Fools
Batman: Arkham Asylum - A Serious House on Serious Earth	Grant Morrison	4.09	43087	1388209338s/22374	22374.Batman
Mudbound	Hillary Jordan	3.99	43065	1296591096s/2138727	2138727.Mudbound
Roses are Red (Alex Cross, #6)	James Patterson	4	43029	1437948895s/79378	79378.Roses_are_Red
Hunting Ground (Alpha & Omega, #2)	Patricia Briggs	4.26	42993	1375461295s/5292853	5292853-hunting-ground
Kidnapped (David Balfour, #1)	Robert Louis Stevenson	3.77	42993	1328869457s/325128	325128.Kidnapped
It Had to Be You (Chicago Stars, #1)	Susan Elizabeth Phillips	4.05	42988	1297088239s/73070	73070.It_Had_to_Be_You
The Aviator's Wife	Melanie Benjamin	3.87	42975	1345153864s/13642950	13642950-the-aviator-s-wife
Bevor ich sterbe	Jenny Downham	3.86	42961	1331503925s/6582448	6582448-bevor-ich-sterbe
Before I Die	Jenny Downham	3.86	42961	1327988634s/8582039	8582039-before-i-die
EON: ZnovuzrozenÃƒÂ­ draÃ„ÂÃƒÂ­ho oka (Eon/Eona, #1)	Alison Goodman	3.99	42947	1347564857s/16006575	16006575-eon
Eon: Dragoneye Reborn (Eon, #1)	Alison Goodman	3.99	42947	1299076175s/2986865	2986865-eon
Anathem	Neal Stephenson	4.17	42941	1442903535s/2845024	2845024-anathem
Zes jaar	Harlan Coben	3.79	42939	1368545700s/17925077	17925077-zes-jaar
Six Years	Harlan Coben	3.79	42939	1348406182s/15811568	15811568-six-years
Long Walk to Freedom: Autobiography of Nelson Mandela	Nelson Mandela	4.29	42926	1391135538s/9018	9018.Long_Walk_to_Freedom
Long Walk to Freedom	Nelson Mandela	4.29	42926	1327997342s/318431	318431.Long_Walk_to_Freedom
La caÃƒÂ­da	Albert Camus	4.05	42910	1456859800s/27776	27776.La_ca_da
The Fall	Albert Camus	4.05	42910	1388187123s/11991	11991.The_Fall
All the King's Men	Robert Penn Warren	4.07	42909	1342193852s/5527	5527.All_the_King_s_Men
Unnatural Exposure (Kay Scarpetta, #8)	Patricia Cornwell	4.05	42874	1383293921s/232145	232145.Unnatural_Exposure
The Cat in the Hat and Other Dr. Seuss Favorites	Dr. Seuss	4.4	42866	1386924269s/7788	7788.The_Cat_in_the_Hat_and_Other_Dr_Seuss_Favorites
M.C. Escher: The Graphic Work	M.C. Escher	3.93	42834	1388377308s/276287	276287.M_C_Escher
Monstrous Regiment (Discworld, #31)	Terry Pratchett	4.16	42825	1375908503s/34511	34511.Monstrous_Regiment
Illusions: The Adventures of a Reluctant Messiah	Richard Bach	4.13	42801	1353964306s/29946	29946.Illusions
First Drop of Crimson (Night Huntress World, #1)	Jeaniene Frost	4.16	42786	1255471887s/6547187	6547187-first-drop-of-crimson
Snuff	Chuck Palahniuk	3.17	42774	1446089918s/1840511	1840511.Snuff
The Dispossessed	Ursula K. Le Guin	4.17	42765	1353467455s/13651	13651.The_Dispossessed
The Dispossessed (Hainish Cycle, #5)	Ursula K. Le Guin	4.17	42765	1327934082s/118007	118007.The_Dispossessed
Sapphire Blue (Ruby Red, #2)	Kerstin Gier	4.19	42753	1366955802s/13402202	13402202-sapphire-blue
Sapphire Blue (The Ruby Red Trilogy, #2)	Kerstin Gier	4.19	42753	1351171635s/13166510	13166510-sapphire-blue
Saphirblau (Edelstein-Trilogie, #2)	Kerstin Gier	4.19	42753	1327251290s/6919272	6919272-saphirblau
'Tis (Frank McCourt, #2)	Frank McCourt	3.64	42732	1375947803s/4912	4912._Tis
Still Missing	Chevy Stevens	3.95	42706	1260468195s/7159515	7159515-still-missing
Claim Me (Stark Trilogy, #2)	J. Kenner	4.22	42700	1358614559s/16099159	16099159-claim-me
Little Bear	Else Holmelund Minarik	4.2	42691	1318518124s/201146	201146.Little_Bear
If Tomorrow Comes (Tracy Whitney Series, #1)	Sidney Sheldon	3.99	42679	1387733550s/14554	14554.If_Tomorrow_Comes
Since You've Been Gone	Morgan Matson	4.21	42670	1377702326s/18189606	18189606-since-you-ve-been-gone
Moving Pictures (Discworld, #10)	Terry Pratchett	3.89	42653	1320456553s/34510	34510.Moving_Pictures
Metamorphoses	Ovid	4.02	42621	1420818932s/1715	1715.Metamorphoses
Plum Lovin' (Stephanie Plum, #12.5)	Janet Evanovich	3.69	42595	1442873718s/6419	6419.Plum_Lovin_
Forrest Gump (Forrest Gump, #1)	Winston Groom	4.04	42579	1385313197s/186190	186190.Forrest_Gump
The Blue Sword (Damar, #2)	Robin McKinley	4.24	42572	1286927812s/407813	407813.The_Blue_Sword
The Liars' Club	Mary Karr	3.91	42571	1422160409s/14241	14241.The_Liars_Club
On Beauty	Zadie Smith	3.65	42559	1341993915s/3679	3679.On_Beauty
Memories of My Melancholy Whores	Gabriel GarcÃƒÂ­Ã‚Â­a MÃƒÂ¡rquez	3.58	42540	1327484658s/760	760.Memories_of_My_Melancholy_Whores
That Summer	Sarah Dessen	3.49	42510	1309197116s/104379	104379.That_Summer
Morrigan's Cross (Circle Trilogy, #1)	Nora Roberts	4.14	42482	1457728199s/26046	26046.Morrigan_s_Cross
The Six Wives of Henry VIII	Alison Weir	4.09	42454	1438820765s/10104	10104.The_Six_Wives_of_Henry_VIII
61 Hours (Jack Reacher, #14)	Lee Child	4.07	42449	1320512665s/6977769	6977769-61-hours
The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures	Anne Fadiman	4.13	42431	1432610033s/12609	12609.The_Spirit_Catches_You_and_You_Fall_Down
Hellboy, Vol. 1: Seed of Destruction (Hellboy, #1)	Mike Mignola	4.1	42425	1403199668s/102458	102458.Hellboy_Vol_1
Ã˜ÂªÃ˜Â±Ã˜Â§Ã˜Â¨ Ã˜Â§Ã™â€žÃ™â€¦Ã˜Â§Ã˜Â³	Ã˜Â£Ã˜Â­Ã™â€¦Ã˜Â¯ Ã™â€¦Ã˜Â±Ã˜Â§Ã˜Â¯	4.1	42386	1265525892s/7704143	7704143
The False Prince (The Ascendance Trilogy, #1)	Jennifer A. Nielsen	4.22	42365	1333227435s/12432220	12432220-the-false-prince
Into the Wild (Warriors, #1)	Erin Hunter	4.28	42345	1327994729s/111332	111332.Into_the_Wild
Seducida en la oscuridad (La trilogÃƒÂ­a oscura, #2)	C.J. Roberts	4.34	42332	1416164524s/23569037	23569037-seducida-en-la-oscuridad
Seduced in the Dark (The Dark Duet, #2)	C.J. Roberts	4.34	42332	1335114363s/13612739	13612739-seduced-in-the-dark
Rock Me (Ross Siblings, #2)	Cherrie Lynn	4.1	42329	1273006270s/8135807	8135807-rock-me
Prozac Nation	Elizabeth Wurtzel	3.55	42324	1282607176s/227603	227603.Prozac_Nation
Thief of Time (Discworld, #26; Death, #5)	Terry Pratchett	4.23	42317	1388177603s/48002	48002.Thief_of_Time
The Goddess Test (Goddess Test, #1)	Aimee Carter	3.84	42311	1387217173s/9681214	9681214-the-goddess-test
Cat on a Hot Tin Roof	Tennessee Williams	4.07	42301	1389369390s/72159	72159.Cat_on_a_Hot_Tin_Roof
Awake at Dawn (Shadow Falls, #2)	C.C. Hunter	4.3	42292	1435248749s/10800916	10800916-awake-at-dawn
Scorpia (Alex Rider, #5)	Anthony Horowitz	4.15	42280	1388257255s/542414	542414.Scorpia
The Sum of All Fears (Jack Ryan Universe, #7)	Tom Clancy	3.97	42278	1388250477s/34993	34993.The_Sum_of_All_Fears
The Secret of the Old Clock (Nancy Drew, #1)	Carolyn Keene	3.96	42275	1351534678s/32979	32979.The_Secret_of_the_Old_Clock
Nightfall (The Vampire Diaries: The Return, #1)	L.J. Smith	3.57	42273	1347414391s/3934321	3934321-nightfall
Finding Cinderella (Hopeless, #2.5)	Colleen Hoover	4.33	42244	1380847885s/18593175	18593175-finding-cinderella
The Regulators	Richard Bachman	3.55	42186	1364033309s/10596	10596.The_Regulators
Fathers and Sons	Ivan Turgenev	3.93	42173	1390793535s/19117	19117.Fathers_and_Sons
The Darkest Kiss (Lords of the Underworld #2)	Gena Showalter	4.27	42159	1399691671s/2498983	2498983.The_Darkest_Kiss
Piercing the Darkness (Darkness, #2)	Frank E. Peretti	4.29	42151	1308796365s/17303	17303.Piercing_the_Darkness
At Home in Mitford (Mitford Years, #1)	Jan Karon	4.09	42130	1386924130s/71776	71776.At_Home_in_Mitford
The Physick Book of Deliverance Dane	Katherine Howe	3.69	42091	1442770048s/4836308	4836308-the-physick-book-of-deliverance-dane
Shadow Puppets (Ender's Shadow, #3)	Orson Scott Card	3.87	42087	1405003131s/234724	234724.Shadow_Puppets
Dance Dance Dance (The Rat, #4)	Haruki Murakami	4.02	42034	1443689019s/17800	17800.Dance_Dance_Dance
Bad Luck and Trouble (Jack Reacher, #11)	Lee Child	4.16	42013	1441133915s/108942	108942.Bad_Luck_and_Trouble
Boy Meets Boy	David Levithan	3.85	41989	1356335082s/23228	23228.Boy_Meets_Boy
Destroy Me (Shatter Me, #1.5)	Tahereh Mafi	4.28	41954	1340398466s/13623150	13623150-destroy-me
The Winter Sea (Slains, #1)	Susanna Kearsley	4.06	41938	1410915489s/3392089	3392089-the-winter-sea
Faceless Killers (Wallander #1)	Henning Mankell	3.77	41910	1327652719s/935308	935308.Faceless_Killers
Skin Game (The Dresden Files, #15)	Jim Butcher	4.55	41904	1387236318s/19486421	19486421-skin-game
Cross (Alex Cross, #12)	James Patterson	3.98	41888	1388194831s/13128	13128.Cross
The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)	Tad Williams	3.93	41886	1386922279s/91981	91981.The_Dragonbone_Chair
Red Mars (Mars Trilogy, #1)	Kim Stanley Robinson	3.83	41875	1440699787s/77507	77507.Red_Mars
Tiger's Curse (The Tiger Saga, #1)	Colleen Houck	4.09	41846	1327878915s/9284655	9284655-tiger-s-curse
Skip Beat!, Vol. 01	Yoshiki Nakamura	4.26	41821	1173395297s/282282	282282.Skip_Beat_Vol_01
Villette	Charlotte BrontÃƒÂ«	3.73	41820	1320412741s/31173	31173.Villette
A Beautiful Wedding (Beautiful, #2.5)	Jamie McGuire	4.09	41819	1384555141s/18528454	18528454-a-beautiful-wedding
The Red Queen (The Cousins' War, #2)	Philippa Gregory	3.7	41815	1281335912s/7148256	7148256-the-red-queen
Dreams of Joy (Shanghai Girls #2)	Lisa See	4.05	41804	1442934242s/9500416	9500416-dreams-of-joy
The Pillars of Creation (Sword of Truth, #7)	Terry Goodkind	3.66	41792	1429298971s/5038	5038.The_Pillars_of_Creation
The Body Finder (The Body Finder, #1)	Kimberly Derting	3.98	41790	1358266631s/6261522	6261522-the-body-finder
Happy Ever After (Bride Quartet, #4)	Nora Roberts	4.17	41777	1348953880s/7074000	7074000-happy-ever-after
Blood Brothers (Sign of Seven, #1)	Nora Roberts	4.15	41756	1388177488s/407234	407234.Blood_Brothers
Magician (The Riftwar Saga, #1-2)	Raymond E. Feist	4.32	41754	1446400969s/43916	43916.Magician
Half of a Yellow Sun	Chimamanda Ngozi Adichie	4.24	41747	1327934717s/18749	18749.Half_of_a_Yellow_Sun
The Winner's Curse (The Winner's Trilogy, #1)	Marie Rutkoski	4.05	41746	1391102886s/17756559	17756559-the-winner-s-curse
Saga, Volume 2	Brian K. Vaughan	4.58	41740	1428350380s/17131869	17131869-saga-volume-2
How to Cook Everything: Simple Recipes for Great Food	Mark Bittman	4.03	41734	1407047944s/603204	603204.How_to_Cook_Everything
A Fistful of Charms (The Hollows, #4)	Kim Harrison	4.28	41720	1348805978s/30260	30260.A_Fistful_of_Charms
Mini Shopaholic (Shopaholic, #6)	Sophie Kinsella	3.7	41664	1388191918s/7415016	7415016-mini-shopaholic
P.S. I Still Love You (To All the Boys I've Loved Before, #2)	Jenny Han	4.17	41627	1422881430s/20698530	20698530-p-s-i-still-love-you
The Legend of Sleepy Hollow (Graphic Novel)	Bo Hampton	3.95	41592	1171253283s/93263	93263.The_Legend_of_Sleepy_Hollow
Once Burned (Night Prince, #1)	Jeaniene Frost	4.26	41589	1387719729s/19663804	19663804-once-burned
Taltos (Lives of the Mayfair Witches, #3)	Anne Rice	3.77	41589	1328041605s/119091	119091.Taltos
De ooggetuige	Nora Roberts	4.17	41587	1342015409s/15746657	15746657-de-ooggetuige
The Witness	Nora Roberts	4.17	41587	1334321244s/13600178	13600178-the-witness
The Vincent Brothers (The Vincent Boys, #2)	Abbi Glines	4.14	41587	1330071594s/13369678	13369678-the-vincent-brothers
This Side of Paradise	F. Scott Fitzgerald	3.69	41581	1388706954s/46165	46165.This_Side_of_Paradise
Physik (Septimus Heap, #3)	Angie Sage	3.98	41577	1398052658s/355916	355916.Physik
Septimus y el ÃƒÂºltimo alquimista (Septimus, #3)	Angie Sage	3.98	41577	1268571475s/6574265	6574265-septimus-y-el-ltimo-alquimista
The Life and Times of the Thunderbolt Kid	Bill Bryson	3.92	41554	1389761724s/10538	10538.The_Life_and_Times_of_the_Thunderbolt_Kid
Night Play (Dark-Hunter #5, Were-Hunter #1)	Sherrilyn Kenyon	4.36	41526	1316131575s/84151	84151.Night_Play
How to Be Good	Nick Hornby	3.17	41517	1327935893s/4268	4268.How_to_Be_Good
Anybody Out There? (Walsh Family, #4)	Marian Keyes	3.9	41457	1358594290s/165030	165030.Anybody_Out_There_
Skipping Christmas	John Grisham	3.45	41444	1347598629s/5357	5357.Skipping_Christmas
Who's Afraid of Virginia Woolf?	Edward Albee	4.09	41440	1327962277s/14940	14940.Who_s_Afraid_of_Virginia_Woolf_
Tinker, Tailor, Soldier, Spy	John le CarrÃƒÂ©	4.02	41413	1327889127s/18989	18989.Tinker_Tailor_Soldier_Spy
Fade (Dream Catcher, #2)	Lisa McMann	3.95	41413	1293805966s/3657138	3657138-fade
The Twilight Collection (Twilight, #1-3)	Stephenie Meyer	3.78	41412	1388187657s/690926	690926.The_Twilight_Collection
Anne of Windy Poplars (Anne of Green Gables, #4)	L.M. Montgomery	4	41367	1348613064s/65840	65840.Anne_of_Windy_Poplars
The Silver Star	Jeannette Walls	3.66	41298	1379313690s/16130291	16130291-the-silver-star
Demian: Die Geschichte von Emil Sinclairs Jugend	Hermann Hesse	4.08	41291	1421510580s/24861	24861.Demian
The Fifth Elephant (Discworld, #24; City Watch #5)	Terry Pratchett	4.22	41250	1327961702s/63720	63720.The_Fifth_Elephant
Reaper's Property (Reapers MC, #1)	Joanna Wylde	4.14	41235	1360943604s/17375956	17375956-reaper-s-property
Princess in the Spotlight (The Princess Diaries, #2)	Meg Cabot	3.66	41229	1389100014s/439275	439275.Princess_in_the_Spotlight
The Luminaries	Eleanor Catton	3.68	41226	1410524246s/17333230	17333230-the-luminaries
Vampire Kisses (Vampire Kisses, #1)	Ellen Schreiber	3.67	41222	1345950574s/263147	263147.Vampire_Kisses
The Love Dare	Stephen Kendrick	4.36	41221	1328815507s/4499669	4499669-the-love-dare
Slave to Sensation (Psy-Changeling, #1)	Nalini Singh	4.12	41202	1403541641s/178476	178476.Slave_to_Sensation
Influence: The Psychology of Persuasion	Robert B. Cialdini	4.15	41195	1391026083s/28815	28815.Influence
Dead Souls	Nikolai Gogol	3.98	41194	1387201057s/28381	28381.Dead_Souls
The Girl Who Chased the Moon	Sarah Addison Allen	3.97	41193	1320483463s/5126859	5126859-the-girl-who-chased-the-moon
The Richest Man in Babylon	George S. Clason	4.2	41180	1348336780s/1052	1052.The_Richest_Man_in_Babylon
March	Geraldine Brooks	3.72	41163	1327935441s/13529	13529.March
Shift (Shift, #1-3; Silo, #2)	Hugh Howey	4.13	41109	1379003176s/17306293	17306293-shift
PÃƒÂ­seÃ…Ë† krve (StÃƒÂ­n krkavce, #1)	Anthony  Ryan	4.49	41101	1416497337s/23593209	23593209-p-se-krve
Kan Ã…Å¾arkÃ„Â±sÃ„Â± (Kuzgunun GÃƒÂ¶lgesi, #1)	Anthony  Ryan	4.49	41101	1399485902s/22048861	22048861-kan-ark-s
Blood Song (Raven's Shadow, #1)	Anthony  Ryan	4.49	41101	1386946753s/18816255	18816255-blood-song
No Rest for the Wicked (Immortals After Dark #3)	Kresley Cole	4.31	41067	1357615569s/14383	14383.No_Rest_for_the_Wicked
Magic Slays (Kate Daniels, #5)	Ilona Andrews	4.44	41046	1288727226s/8559047	8559047-magic-slays
Eating Animals	Jonathan Safran Foer	4.16	41044	1327877480s/6604712	6604712-eating-animals
Even Cowgirls Get the Blues	Tom Robbins	3.73	41041	1336172455s/7572	7572.Even_Cowgirls_Get_the_Blues
Undeniable (Undeniable, #1)	Madeline Sheehan	4.09	41030	1356218855s/16109563	16109563-undeniable
The Diviners (The Diviners, #1)	Libba Bray	3.96	41009	1378475184s/17899351	17899351-the-diviners
Wayside School Is Falling Down (Wayside School #2)	Louis Sachar	4.16	41003	1405055796s/10065	10065.Wayside_School_Is_Falling_Down
Pure (Covenant, #2)	Jennifer L. Armentrout	4.35	40994	1296780419s/9761771	9761771-pure
Harry Potter: Film Wizardry	Brian Sibley	4.47	40985	1348590281s/7952502	7952502-harry-potter
The Demon King (Seven Realms, #1)	Cinda Williams Chima	4.21	40983	1379482652s/6342491	6342491-the-demon-king
Kingdom Come	Mark Waid	4.23	40975	1385175050s/16992	16992.Kingdom_Come
